place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNiLXUtY1FBEAE,5,"Ekonomis, tepat waktu",a week ago,2024-07-28 20:22:57.948787,,,,0,3,,False,"Economical, on time",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNib0xEdlJREAE,4,,a week ago,2024-07-28 20:22:57.950994,,,,0,4,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURycy1pVnpBRRAB,5,,2 weeks ago,2024-07-21 20:22:57.952657,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURybmRXQk5nEAE,3,,2 weeks ago,2024-07-21 20:22:57.954480,,,,0,32,46,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURyako2MmhnRRAB,4,,2 weeks ago,2024-07-21 20:22:57.956722,,,,0,6,10,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN3MlA3c29RRRAB,4,,2 weeks ago,2024-07-21 20:22:57.958982,,,,0,8,472,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNBejktR1lnEAE,4,,3 weeks ago,2024-07-14 20:22:57.960742,,,,0,445,581,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURyNEtqM2F3EAE,5,,3 weeks ago,2024-07-14 20:22:57.962599,,,,0,4,41,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURyZ0lYUXl3RRAB,5,,3 weeks ago,2024-07-14 20:22:57.964361,,,,0,24,185,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNyblk3OW5nRRAB,5,,3 weeks ago,2024-07-14 20:22:57.966138,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNyeGNMSGJnEAE,5,,3 weeks ago,2024-07-14 20:22:58.543476,,,,0,2,5,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNyLWI3NjNRRRAB,5,Pool Primajasa is the best bangettt... Sopir dan kondektur nya aseli Ramah2... Pokoke kerennn,3 weeks ago,2024-07-14 20:22:58.545313,,,,0,6,,False,Primajasa Pool is the best... The driver and conductor are really friendly... Really cool,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNyMGQ3U3N3RRAB,1,"kapok naik Bus primajasa tujuan tasik  bekasi, naikin dan nurunin penumpang di jln tol udah kaya angkot aja",3 weeks ago,2024-07-14 20:22:58.547458,,,,2,2,,False,"Im tired of taking the Primajasa bus to Lake Bekasi, picking up and dropping off passengers on the toll road is just like public transportation",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNyMGNqTGx3RRAB,5,,3 weeks ago,2024-07-14 20:22:58.549591,,,,0,91,52,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNyaVBYb29nRRAB,5,Banyak bis primajasa,a month ago,2024-07-04 20:22:58.551350,,,,0,15,,True,Lots of primajasa buses,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURMdTZlT3FBRRAB,1,Layanan pengaduan ga berfungsi sih ini parah.,a month ago,2024-07-04 20:22:58.553448,,,,1,178,426,True,"The complaint service is not working, this is serious.",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURMby1HX0ZBEAE,5,Mantap,a month ago,2024-07-04 20:22:58.556196,,,,0,570,1712,True,Excellent,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURMemFuRnl3RRAB,5,Saya pelanggan bis primajasa jujur dan disiplin,a month ago,2024-07-04 20:22:58.558473,,,,0,1,,False,I am an honest and disciplined Primajasa bus customer,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN3ZzYtNGtBRRAB,5,,a month ago,2024-07-04 20:22:58.560496,,,,0,56,210,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNMOV9iY0h3EAE,5,,a month ago,2024-07-04 20:22:58.562293,,,,0,3,,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNMcWNEODZRRRAB,5,,a month ago,2024-07-04 20:22:59.167710,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNMMFp5UWxRRRAB,5,Prima jasa supper exsekutif menurut saya aman nyaman untuk perjalanan mudik atau balik saya sudah hampir 8 tahun menjadi pengguna layanan transfortasi buss primajasa sampai sekarang,a month ago,2024-07-04 20:22:59.171080,,,,0,2,,False,Prima executive supper services in my opinion are safe and comfortable for traveling back and forth. I have been a user of Primajasa bus transportation services for almost 8 years until now,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNWdVpLRHhBRRAB,5,Joss,a month ago,2024-07-04 20:22:59.175261,,,,0,463,1264,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNMMnBfeHF3RRAB,1,"Kata gue mah pool kamu teh pindah deh, soalnya bus2 kamu suka hampir nyilakakeun pengendara lain walaupun kamu teh bermanfaat buat beberapa orang tapi kalo kamu mau masuk atau keluar pool terus jalan lalaunan suka ngagokan batur berakhir mau nyusul malah busnya jalan ini mah kalo we mau didenger soalna aku geus sebel pisan hampir unggal hari",a month ago,2024-07-04 20:22:59.179510,,,,0,28,55,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNMbEo2V25BRRAB,5,,a month ago,2024-07-04 20:22:59.183804,,,,0,23,8,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNMcEk2MTd3RRAB,5,Bagus aja,a month ago,2024-07-04 20:22:59.187374,,,,0,1,,False,Thats fine,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNMeEx2a3ZnRRAB,5,,a month ago,2024-07-04 20:22:59.191465,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNMLUlhVEJnEAE,4,Nice pool. Only the road at the pool needs to be repaired. So that it looks good,a month ago,2024-07-04 20:22:59.194716,,,,0,24,2,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR6cGFxeXVBRRAB,5,,a month ago,2024-07-04 20:22:59.198808,,,,0,1,10,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR6dWFMYXd3RRAB,5,Tranportasi yg baik,a month ago,2024-07-04 20:22:59.202227,,,,0,9,2,False,Good transportation,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR6Z2Z2aXRnRRAB,5,"Pelayanan ramah, cepat dan teliti. Buss selalu di bersihkan",a month ago,2024-07-04 20:22:59.823169,,,,0,2,,False,"Friendly, fast and thorough service. The bus is always cleaned",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR6dXBxSWx3RRAB,5,,a month ago,2024-07-04 20:22:59.825547,,,,0,6,3,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN6ejhHOG5BRRAB,5,Mantap.,a month ago,2024-07-04 20:22:59.827279,,,,0,88,6,True,Excellent.,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN6MHVuTldnEAE,4,,2 months ago,2024-06-04 20:22:59.829410,,,,0,268,59,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN6NUkyd0p3EAE,5,,2 months ago,2024-06-04 20:22:59.831123,,,,0,6,56,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURUcDkzM3RnRRAB,5,,2 months ago,2024-06-04 20:22:59.833749,,,,0,2,8,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURULTVpUVJBEAE,5,"saya klw berangkat maupun pulang,pasti di pool primajasa Tasik,",2 months ago,2024-06-04 20:22:59.837231,,,,0,4,21,False,"When Im leaving or coming home, Ill definitely be at the Primajasa Tasik pool,",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURUNDRhUk1BEAE,5,Banyak tempat duduknya,2 months ago,2024-06-04 20:22:59.841652,,,,0,75,7,True,Lots of seating,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURUOXFLT21nRRAB,5,,2 months ago,2024-06-04 20:22:59.846388,,,,0,70,16,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURUaWFfdkl3EAE,5,Hati hati banyak calo,2 months ago,2024-06-04 20:22:59.850011,,,,0,30,29,True,Be careful of the many brokers,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURXanRubE53EAE,5,Tempatnya nyaman,2 months ago,2024-06-04 20:23:00.533112,,,,0,81,3,True,The place is comfortable,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNUdzd2cnVBRRAB,5,"The service is very good, especially when asking what time the bus going to Jakarta to Lebak Bulus is. If you are relaxed here you can choose to take the economy or executive one, but if you are coming from Jakarta Tasik you always get the executive bus. The next one is also the executive one which comes out, maybe this is priority time. Yes",2 months ago,2024-06-04 20:23:00.535388,,,,0,394,1604,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNUbmJTdUdBEAE,5,"Bersih dalam bus nya, rekomen utk tujuan Luar kota",2 months ago,2024-06-04 20:23:00.537610,,,,1,277,98,True,"Clean inside the bus, recommended for out of town destinations",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNUMGJhY3l3RRAB,2,"Its been a long time since Ive taken the bus. Then I got on the bus and took the executive one with the intention of making it quickly, but just as I reached the Cilenyi toll gate, the bus broke down. Ive been waiting for a long time and then I was transferred to an economy bus. Yes, if the bus is damaged, theres no need to use it again.",2 months ago,2024-06-04 20:23:00.539995,,,,0,8,18,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNUM3NDTWR3EAE,3,,2 months ago,2024-06-04 20:23:00.542143,,,,0,174,47,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURNOTR5VXh3RRAB,5,,2 months ago,2024-06-04 20:23:00.543854,,,,0,311,113,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNUOG9PV1J3EAE,4,,2 months ago,2024-06-04 20:23:00.545743,,,,0,7,15,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNUd3VTdFBnEAE,5,Semua tentang Bis,2 months ago,2024-06-04 20:23:00.547439,,,,1,161,61,True,All about Bus,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNUaUsya3JnRRAB,5,,2 months ago,2024-06-04 20:23:00.549579,,,,0,4,5,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNUa0ptdjZnRRAB,5,,2 months ago,2024-06-04 20:23:00.551235,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURqLTd6aWZ3EAE,5,,2 months ago,2024-06-04 20:23:01.229149,,,,0,31,,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURqcy1hTW1nRRAB,5,,2 months ago,2024-06-04 20:23:01.230978,,,,0,1,1,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURqMC1fUGV3EAE,5,,2 months ago,2024-06-04 20:23:01.232618,,,,0,8,66,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURqOVlpV0RBEAE,5,,2 months ago,2024-06-04 20:23:01.234354,,,,0,3,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURqMmRIcVJREAE,5,Pelayanan bagus,2 months ago,2024-06-04 20:23:01.236047,,,,0,22,17,True,Good service,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURqN29Lcm93RRAB,5,,3 months ago,2024-05-04 20:23:01.238572,,,,0,1,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURqanJDSl9nRRAB,5,Sibuk,3 months ago,2024-05-04 20:23:01.240366,,,,0,21,3,True,Busy,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURqaHNYSFFREAE,5,,3 months ago,2024-05-04 20:23:01.242756,,,,0,74,554,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURqa3FyMHlnRRAB,5,,3 months ago,2024-05-04 20:23:01.244591,,,,0,2,6,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURqbk1DRDVnRRAB,4,,3 months ago,2024-05-04 20:23:01.246335,,,,0,2,2,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURqLVBpQkRnEAE,5,"Bus Central Primjasa, Profesional Agent.. nice",3 months ago,2024-05-04 20:23:01.867761,,,,0,152,23,True,"Primjasa Central Bus, Professional Agent.. nice",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURqbUtTY3FRRRAB,1,lumayan nyaman,3 months ago,2024-05-04 20:23:01.870304,,,,0,3,1,False,quite comfortable,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqeDh1TG9BRRAB,5,,3 months ago,2024-05-04 20:23:01.872681,,,,0,5,9,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqdzlHeGxnRRAB,5,"Tarif termasuk akal murceeee, disesuaikan dengan jarak.. coba ada yang lewat ujung berung . Biar naik gak usah ke cileunyi.",3 months ago,2024-05-04 20:23:01.874525,,,,0,22,26,True,"Tariffs include reasonable rates, adjusted for distance... try someone passing through the end of Berung . To get up, you dont have to go to Cileunyi.",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNqdGFxZlJ3EAE,5,"Pelayanannya bagus, fasilitas lengkap.",3 months ago,2024-05-04 20:23:01.876948,,,,0,40,2,True,"Good service, complete facilities.",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqbGJXWGhRRRAB,5,,3 months ago,2024-05-04 20:23:01.879374,,,,0,2,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNqcGRxQlhnEAE,5,,3 months ago,2024-05-04 20:23:01.881011,,,,0,2,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqNmIzMzZRRRAB,5,,3 months ago,2024-05-04 20:23:01.882651,,,,0,31,96,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqOGZxQ2tnRRAB,5,,3 months ago,2024-05-04 20:23:01.884560,,,,0,11,29,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNqbnJ5Wk1BEAE,5,Udah biasa naik bis Primajasa bis nya nyaman supir sama kondektur nya ramah..poollnya  cm kurang luas.. hehe..untuk toilet kejauhan..,3 months ago,2024-05-04 20:23:01.886366,,,,0,49,26,True,"Im used to taking the Primajasa bus, the bus is comfortable, the driver and conductor are friendly... the pool isnt wide enough... hehe... the toilet is far away...",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqMm9TRmtnRRAB,5,,3 months ago,2024-05-04 20:23:02.548980,,,,0,10,5,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqbXJ1Ml9BRRAB,4,"Dulu juga pernah ke sini. Terus kemarin ke sini lagi, dikarenakan nunggu bis di Rancabango bisnya full terus, Alhamdulillah kalo dari poolnya bisa duduk manis paling depan hihi",3 months ago,2024-05-04 20:23:02.550802,,,,0,100,502,True,"Ive been here before too. Then yesterday I came here again, because I was waiting for the bus at Ranbranko, the bus was always full, thank God, if I could sit at the front of the pool, hihi",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqcXNPNnF3RRAB,3,,3 months ago,2024-05-04 20:23:02.553058,,,,0,20,20,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNqcXQ2MU53EAE,5,,3 months ago,2024-05-04 20:23:02.555166,,,,0,20,35,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqek52eXdnRRAB,5,,3 months ago,2024-05-04 20:23:02.557458,,,,0,13,7,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqek9pMzhBRRAB,5,,3 months ago,2024-05-04 20:23:02.559150,,,,0,46,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNqaklISE1nEAE,5,Lokasi pool mudah dijangkau,3 months ago,2024-05-04 20:23:02.560767,,,,0,58,4,True,The pool location is easy to reach,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUROMjhEYW9RRRAB,5,"Alangkah baiknya parkir pengunjung dibikin lebih luas lagi, rumah makan sebelah barat pool cocok dirubah buat parkir pengantar/jemput.",3 months ago,2024-05-04 20:23:02.562892,,,,0,230,199,True,"It would be nice to make the visitor parking more spacious, the restaurant to the west of the pool is suitable to be converted into parking for drop-offs/pick-ups.",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqak9DVXNRRRAB,2,,3 months ago,2024-05-04 20:23:02.564995,,,,0,6,2,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNqMU9IMm9BRRAB,5,"Tempat yang nyaman karena titik keberangkatan pertama PO Primajasa di Tasikmalaya, Lokasinya mudah karena dilalui lintasan bus luar kota dari arah timur",3 months ago,2024-05-04 20:23:02.566657,,,,0,4,33,True,A convenient place because the first departure point for PO Primajasa is in Tasikmalaya. The location is easy because it passes by bus routes outside the city from the east,
